Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft,Floor_Level,Property_Age,Nearby_Amenities
1407.14382,4,3,Semi-Furnished,Rohini Sector 24,1,14217988.96,Ready_to_move,New_Property,Builder_Floor,10104.14767,Ground Floor,20+ years,Near Park
1659.509863,3,2,Semi-Furnished,"DDA Flats Block A, Dilshad Garden",1,17753461.99,Ready_to_move,Resale,Apartment,10698.01535,Penthouse,5-10 years,Near Metro
703.2293503,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,5337120.5,Ready_to_move,New_Property,Apartment,7589.445034,2nd Floor,20+ years,Near Metro
2648.494535,4,3,Unfurnished,Punjabi Bagh,2,43796692.72,Ready_to_move,Resale,Builder_Floor,16536.44821,1st Floor,5-10 years,Near Metro
2129.036442,4,4,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,25007943.32,Ready_to_move,New_Property,Builder_Floor,11746.13211,Ground Floor,20+ years,None
421.5178488,2,2,Unfurnished,Dwarka Mor,1,2635854.249,Ready_to_move,Resale,Builder_Floor,6253.244688,2nd Floor,5-10 years,Near Mall
1276.469156,3,2,Semi-Furnished,"The Amaryllis, Karol Bagh",1,18918444.37,Almost_ready,Resale,Apartment,14820.91775,2nd Floor,5-10 years,None
1164.868104,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,13529658.93,Ready_to_move,Resale,Apartment,11614.75611,Penthouse,5-10 years,Near Mall
1687.490938,3,3,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1,18442555.46,Ready_to_move,Resale,Apartment,10928.98044,Ground Floor,20+ years,None
1359.317162,3,3,Semi-Furnished,Saket,3,23169135,Ready_to_move,Resale,Builder_Floor,17044.68659,Ground Floor,10-20 years,Near Mall
908.6024949,3,2,Semi-Furnished,"Balbir Nagar, Shahdara",1,7129169.531,Ready_to_move,Resale,Builder_Floor,7846.301954,Ground Floor,20+ years,None
817.3323749,2,2,Semi-Furnished,Mehrauli,1,3876917.597,Ready_to_move,Resale,Builder_Floor,4743.379458,Ground Floor,5-10 years,Near Park
1273.876389,3,3,Semi-Furnished,Alaknanda,1,20643486.32,Ready_to_move,Resale,Apartment,16205.25075,Ground Floor,5-10 years,Near Hospital
1605.813491,3,3,Semi-Furnished,"Chopra Apartment, Dwarka Sector 23",1,13551317.79,Ready_to_move,Resale,Apartment,8438.911405,3rd Floor,5-10 years,Near Metro
1956.238732,3,3,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2,35532103.58,Ready_to_move,Resale,Apartment,18163.48025,Penthouse,20+ years,None
678.7246001,2,2,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",1,3988236.236,Ready_to_move,Resale,Apartment,5876.074383,2nd Floor,10-20 years,Near Metro
1519.985279,3,3,Unfurnished,"New Manglapuri, Sultanpur",1,11200503.09,Ready_to_move,Resale,Builder_Floor,7368.823398,1st Floor,0-5 years,Near Mall
865.5222311,3,2,Unfurnished,"Guru Harikishan Nagar, Paschim Vihar",1,11511755.73,Ready_to_move,Resale,Builder_Floor,13300.35823,Penthouse,10-20 years,None
471.628499,2,2,Semi-Furnished,Uttam Nagar West,1,2037041.299,Ready_to_move,New_Property,Builder_Floor,4319.164987,1st Floor,0-5 years,Near Park
3161.200926,5,5,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3,66320834.73,Ready_to_move,New_Property,Apartment,20979.63283,Ground Floor,5-10 years,Near Park
3629.973788,4,4,Semi-Furnished,Safdarjung Enclave,1,74200588.63,Ready_to_move,Resale,Builder_Floor,20441.08111,Penthouse,20+ years,Near Park
5395.068064,5,6,Unfurnished,Greater Kailash 2,4,157662217.1,Almost_ready,New_Property,Builder_Floor,29223.39722,2nd Floor,0-5 years,None
648.6170092,2,2,Unfurnished,Chhattarpur Enclave Phase2,1,2533913.251,Ready_to_move,Resale,Apartment,3906.640151,2nd Floor,10-20 years,Near Mall
1956.035835,4,2,Semi-Furnished,"Tara Apartment, Alaknanda",1,20702702.18,Ready_to_move,Resale,Apartment,10584.00966,1st Floor,5-10 years,Near Mall
918.7414866,2,2,Unfurnished,"Godrej South Estate, Okhla Phase 1",2,26628894.55,Almost_ready,New_Property,Apartment,28984.09937,3rd Floor,20+ years,Near Hospital
2045.883835,4,4,Unfurnished,"Kailash Colony, Greater Kailash",2,48247024.95,Ready_to_move,New_Property,Builder_Floor,23582.48505,1st Floor,5-10 years,Near Mall
1113.360386,3,3,Unfurnished,"Safdarjung Enclave carpet area 1100 sqft status Ready to Move floor Ground out of 4 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 3 ownership Freehold if you are searching for your dream house, congratulation. you're not so far from your destiny. we got unbeatable ground floor in b-block safdarjung enclave for sale. it is in 150 yds. It has 3 large king sized bedroom attached bathroom with Jacuzzi and roof top shower with all other fittings. it has modular kitchen with all needed facility. it has 3 big balcony with amazing out side view. it has 1 servant quarter also. it has 1 reserved car parking with gated society. It has 24*7 water supply with full power backup. for more information contact us at once because it can be your dream house. read more Contact Agent View Phone No. Share Feedback Crisil Silver Agent Sagar Home Developers Pvt. Ltd. 1000+ Buyers Served",1,24294856.48,Ready_to_move,Resale,Builder_Floor,21821.19714,3rd Floor,10-20 years,Near Park
992.1202104,2,2,Unfurnished,Vasant Kunj,1,14074085.82,Ready_to_move,Resale,Apartment,14185.86747,3rd Floor,20+ years,None
1831.37128,4,4,Semi-Furnished,Chhattarpur Enclave Phase2,1,11622132.74,Ready_to_move,Resale,Builder_Floor,6346.136836,3rd Floor,0-5 years,Near Hospital
960.4293521,2,1,Unfurnished,Chittaranjan Park,5,6312076.724,Ready_to_move,Resale,Apartment,6572.140585,Penthouse,5-10 years,Near Park
854.4032323,2,2,Unfurnished,Lajpat Nagar 1,1,14216999.96,Ready_to_move,New_Property,Builder_Floor,16639.6842,Ground Floor,10-20 years,Near Metro
1395.303218,3,2,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1,4994981.04,Ready_to_move,New_Property,Apartment,3579.853451,Penthouse,5-10 years,Near Mall
535.4468783,2,2,Semi-Furnished,Mahavir Enclave Part 1,1,3829977.258,Ready_to_move,Resale,Builder_Floor,7152.861307,2nd Floor,0-5 years,None
1620.355785,3,3,Unfurnished,Patel Nagar West,1,23970553.41,Ready_to_move,Resale,Apartment,14793.38898,Penthouse,20+ years,Near Hospital
1108.183471,2,2,Semi-Furnished,Alaknanda,2,17967871.88,Ready_to_move,Resale,Apartment,16213.80607,Ground Floor,10-20 years,Near Hospital
555.9297751,1,1,Semi-Furnished,Chhattarpur Enclave Phase2,1,1588761.413,Ready_to_move,New_Property,Builder_Floor,2857.845512,1st Floor,5-10 years,Near Hospital
924.5588512,2,2,Furnished,"Dilshad Colony, Dilshad Garden",2,7390547.721,Ready_to_move,Resale,Builder_Floor,7993.593605,3rd Floor,5-10 years,None
1139.078206,3,2,Semi-Furnished,"Panchsheel Vihar, Sheikh Sarai",1,5463816.763,Ready_to_move,New_Property,Builder_Floor,4796.700292,3rd Floor,20+ years,Near Hospital
717.3848142,2,2,Semi-Furnished,"Jyoti Nagar West, Shahdara",,9931932.784,Ready_to_move,Resale,Builder_Floor,13844.63762,Penthouse,0-5 years,Near Hospital
1196.904135,3,2,Semi-Furnished,Paschim Vihar,1,16086141.02,Ready_to_move,Resale,Apartment,13439.79066,2nd Floor,10-20 years,Near Metro
2601.135181,4,4,Semi-Furnished,"New Friends Colony Floors, New Friends Colony",2,48249226.48,Ready_to_move,New_Property,Builder_Floor,18549.29603,3rd Floor,5-10 years,Near Metro
830.960228,3,2,Semi-Furnished,Dilshad Garden,1,8263460.514,Ready_to_move,Resale,Apartment,9944.471752,Penthouse,0-5 years,Near Hospital
953.4031523,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,20354815.09,Ready_to_move,Resale,Apartment,21349.64107,Penthouse,20+ years,Near Hospital
331.7295664,1,1,Semi-Furnished,"Indra Park Palam, Manglapuri",1,1620474.518,Ready_to_move,Resale,Builder_Floor,4884.926405,2nd Floor,5-10 years,Near Metro
789.9104342,3,2,Furnished,"Sukhdev Vihar, Okhla",2,12599008.09,Ready_to_move,Resale,Apartment,15949.91982,Ground Floor,20+ years,None
941.2653919,3,2,Unfurnished,Laxmi Nagar,1,6312703.206,Ready_to_move,Resale,Apartment,6706.613523,3rd Floor,0-5 years,Near Mall
1775.235204,3,2,Furnished,"DDA Flats Block A, Dilshad Garden",1,16481297.16,Ready_to_move,Resale,Apartment,9284.007619,3rd Floor,0-5 years,Near Hospital
1560.781193,3,3,Semi-Furnished,Chittaranjan Park,2,49672260.86,Ready_to_move,New_Property,Builder_Floor,31825.25588,Ground Floor,10-20 years,Near Hospital
2093.890628,3,2,Furnished,"Yamuna Vihar, Shahdara",1,18084084.08,Ready_to_move,Resale,Builder_Floor,8636.594404,3rd Floor,0-5 years,Near Hospital
1249.021122,3,3,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",1,5993680.751,Ready_to_move,New_Property,Builder_Floor,4798.702478,3rd Floor,20+ years,Near Metro
1047.432543,3,3,Unfurnished,"Safdarjung Development Area, Hauz Khas",2,18414059.93,Ready_to_move,Resale,Apartment,17580.18696,Ground Floor,10-20 years,None
1792.410493,3,3,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1,19271881.18,Ready_to_move,Resale,Apartment,10751.93503,2nd Floor,0-5 years,Near Mall
1702.006907,3,3,Furnished,"Aravali Apartments, Alaknanda",2,18484321.21,Ready_to_move,New_Property,Apartment,10860.30916,3rd Floor,5-10 years,Near Park
1576.681588,3,2,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",1,15914047.67,Ready_to_move,Resale,Apartment,10093.3808,3rd Floor,0-5 years,None
1679.614296,3,3,Unfurnished,"Pushkar Enclave, Paschim Vihar",1,23192454.12,Ready_to_move,Resale,Builder_Floor,13808.20238,Ground Floor,0-5 years,Near Hospital
1491.46835,3,3,Unfurnished,"New Moti Nagar, Kirti Nagar",1,21060971.29,Ready_to_move,Resale,Apartment,14120.96428,Penthouse,20+ years,Near Metro
1776.066238,3,3,Semi-Furnished,"The Leela Sky Villas, Patel Nagar",1,57158302.56,Almost_ready,New_Property,Apartment,32182.52863,Ground Floor,0-5 years,Near Park
3103.388526,4,4,Unfurnished,Lajpat Nagar 3,2,60470587.96,Ready_to_move,New_Property,Builder_Floor,19485.34238,2nd Floor,5-10 years,Near Hospital
761.6358478,2,2,Semi-Furnished,"Jyoti Nagar West, Shahdara",,8572212.004,Ready_to_move,Resale,Builder_Floor,11255.00071,3rd Floor,10-20 years,None
857.7215136,2,3,Semi-Furnished,Patel Nagar West,1,6411937.033,Ready_to_move,Resale,Builder_Floor,7475.54647,Penthouse,10-20 years,Near Park
753.8430003,3,2,Furnished,Geeta Colony,1,5407097.611,Ready_to_move,Resale,Builder_Floor,7172.71051,2nd Floor,5-10 years,Near Mall
1766.568222,3,3,Unfurnished,Paschim Vihar,1,20798188.13,Ready_to_move,Resale,Builder_Floor,11773.21536,3rd Floor,10-20 years,Near Metro
1048.587848,2,2,Unfurnished,Kalkaji Extention,1,9739196.945,Ready_to_move,Resale,Apartment,9287.91704,3rd Floor,0-5 years,Near Metro
831.1224394,2,2,Unfurnished,Lajpat Nagar 1,1,13948888.19,Ready_to_move,New_Property,Builder_Floor,16783.19286,Penthouse,5-10 years,Near Mall
457.1751409,1,1,Unfurnished,Dilshad Garden,1,3979684.909,Ready_to_move,Resale,Apartment,8704.94599,3rd Floor,10-20 years,Near Hospital
676.5773629,2,2,Unfurnished,Chhattarpur Enclave Phase2,1,2715297.278,Ready_to_move,Resale,Apartment,4013.284256,2nd Floor,0-5 years,Near Mall
1219.891218,3,3,Semi-Furnished,Lajpat Nagar 2,1,24299826.41,Ready_to_move,New_Property,Builder_Floor,19919.66665,Ground Floor,5-10 years,Near Mall
796.2754207,2,3,Unfurnished,Paschim Vihar,1,6908696.107,Ready_to_move,Resale,Apartment,8676.264428,1st Floor,5-10 years,Near Park
1618.46074,3,3,Semi-Furnished,Sheikh Sarai Phase 1,1,22408474.26,Ready_to_move,Resale,Builder_Floor,13845.54701,Ground Floor,10-20 years,Near Park
1459.869447,4,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,18726407.63,Ready_to_move,Resale,Apartment,12827.45363,1st Floor,5-10 years,Near Hospital
1872.456868,4,4,Semi-Furnished,"Geetanjali Enclave, Malviya Nagar",2,62745111.05,Ready_to_move,New_Property,Builder_Floor,33509.50942,Ground Floor,5-10 years,Near Metro
1668.143616,4,4,Semi-Furnished,"Project Paryavaran Complex, Saket",1,13636726.51,Ready_to_move,Resale,Builder_Floor,8174.791656,Penthouse,20+ years,Near Metro
67.15860887,3,2,Semi-Furnished,"Shanti Mohalla, Shahdara",,36044253.63,Ready_to_move,New_Property,Apartment,536703.3986,2nd Floor,0-5 years,Near Mall
1025.739179,2,2,Semi-Furnished,"Kailash Apartments, Aashirwaad Chowk, Dwarka",1,10691198.55,Ready_to_move,Resale,Apartment,10422.92111,Ground Floor,5-10 years,Near Metro
2142.772733,3,3,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2,39086781.92,Ready_to_move,Resale,Apartment,18241.21678,3rd Floor,5-10 years,Near Park
1027.582074,2,2,Semi-Furnished,"Aravali Apartments, Alaknanda",2,15165385.36,Ready_to_move,Resale,Apartment,14758.32028,3rd Floor,0-5 years,Near Mall
530.1710818,2,2,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1,3624834.046,Ready_to_move,New_Property,Apartment,6837.102532,Ground Floor,5-10 years,Near Mall
1976.039518,3,4,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2,45847318.5,Ready_to_move,Resale,Apartment,23201.62025,1st Floor,5-10 years,Near Hospital
2796.68639,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",,66281129.47,Ready_to_move,New_Property,Builder_Floor,23699.87915,2nd Floor,0-5 years,Near Hospital
1400.174163,3,3,Semi-Furnished,"Kailash Colony, Greater Kailash",2,40131864.91,Ready_to_move,New_Property,Builder_Floor,28662.05217,Ground Floor,5-10 years,Near Hospital
1602.111209,3,2,Semi-Furnished,"Sunder Apartments, Sunder Vihar, Paschim Vihar",2,18460910.76,Ready_to_move,Resale,Apartment,11522.86474,1st Floor,5-10 years,Near Park
2083.058449,4,4,Semi-Furnished,"Punjabi Bagh Enclave, Punjabi Bagh West",2,45770760.94,Ready_to_move,New_Property,Builder_Floor,21972.86444,2nd Floor,20+ years,None
2463.524064,3,3,Unfurnished,Hauz Khas,,49679779.1,Ready_to_move,New_Property,Builder_Floor,20166.14322,Ground Floor,0-5 years,None
445.5355039,2,2,Unfurnished,Dwarka Mor,1,2929425.184,Ready_to_move,Resale,Builder_Floor,6575.065642,Penthouse,5-10 years,Near Hospital
2219.432261,4,5,Semi-Furnished,"Kailash Colony, Greater Kailash",2,48955210.32,Ready_to_move,New_Property,Builder_Floor,22057.53749,3rd Floor,10-20 years,None
836.5665169,2,2,Semi-Furnished,Chhattarpur,1,4129525.053,Ready_to_move,New_Property,Apartment,4936.278191,3rd Floor,10-20 years,Near Hospital
720.4205341,2,2,Semi-Furnished,Sultanpur,1,4788333.338,Almost_ready,Resale,Builder_Floor,6646.580866,Ground Floor,10-20 years,Near Park
803.2201677,2,2,Unfurnished,Shahdara How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 852 sqft status Ready to Move transaction Resale ownership Freehold bathroom 2 Contact Now Enquire Now Auction By,1,2885146.147,Ready_to_move,Resale,Apartment,3591.974235,Ground Floor,5-10 years,Near Metro
1179.67394,3,3,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",1,5568419.598,Ready_to_move,New_Property,Builder_Floor,4720.303982,3rd Floor,10-20 years,Near Metro
482.6060641,1,1,Furnished,Budh Vihar,1,2125333.789,Ready_to_move,Resale,Builder_Floor,4403.868801,1st Floor,0-5 years,None
2727.926492,4,5,Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",3,46568720.86,Ready_to_move,New_Property,Apartment,17071.10547,1st Floor,20+ years,Near Park
2497.887847,4,4,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",2,52067420.23,Ready_to_move,Resale,Apartment,20844.57887,3rd Floor,0-5 years,None
1381.809463,3,3,Semi-Furnished,Lajpat Nagar 3,2,31350364.46,Ready_to_move,New_Property,Builder_Floor,22687.9069,Ground Floor,5-10 years,None
1654.157,3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",1,13993542.68,Ready_to_move,Resale,Apartment,8459.621833,3rd Floor,0-5 years,Near Hospital
540.3392365,1,1,Unfurnished,"Arjun Nagar, Safdarjung Enclave",1,2826592.547,Ready_to_move,Resale,Builder_Floor,5231.144356,Penthouse,0-5 years,Near Park
557.395115,2,1,Unfurnished,"Zakir Nagar, New Friends Colony",2,1428326.386,Ready_to_move,Resale,Builder_Floor,2562.502519,2nd Floor,20+ years,Near Hospital
1395.020867,3,3,Semi-Furnished,Lajpat Nagar 2,1,24576177.84,Ready_to_move,New_Property,Builder_Floor,17617.06827,Penthouse,5-10 years,Near Hospital
1651.6858,3,3,Unfurnished,"Kailash Colony, Greater Kailash",1,21548146.59,Ready_to_move,Resale,Builder_Floor,13046.15357,Ground Floor,5-10 years,Near Metro
1244.128346,3,3,Semi-Furnished,Kalkaji,2,16279393.44,Ready_to_move,Resale,Builder_Floor,13084.97913,2nd Floor,20+ years,Near Metro
2183.757343,3,3,Unfurnished,Lajpat Nagar 3,1,31665496.82,Ready_to_move,Resale,Builder_Floor,14500.46495,1st Floor,5-10 years,Near Metro
851.4892402,2,2,Semi-Furnished,"Naveen Shahdara, Shahdara",1,4678234.288,Ready_to_move,Resale,Builder_Floor,5494.178983,2nd Floor,5-10 years,None
337.6079628,1,1,Unfurnished,"DDA Pocket E, Dilshad Garden",1,3871880.333,Ready_to_move,Resale,Apartment,11468.56935,Ground Floor,0-5 years,Near Mall
564.5027929,2,2,Unfurnished,"Paschimpuri, Paschim Vihar",2,7053587.254,Ready_to_move,Resale,Apartment,12495.22118,Penthouse,20+ years,None
1216.138456,3,3,Semi-Furnished,Lajpat Nagar 2,1,24588952.89,Ready_to_move,New_Property,Builder_Floor,20218.87622,2nd Floor,5-10 years,Near Metro
696.6094637,2,2,Unfurnished,Safdarjung Enclave,1,13638644.73,Ready_to_move,Resale,Builder_Floor,19578.60959,Penthouse,10-20 years,None
3050.420696,4,5,Semi-Furnished,"Kailash Colony, Greater Kailash",4,67649793.85,Ready_to_move,New_Property,Builder_Floor,22177.20131,2nd Floor,10-20 years,Near Park
1118.529472,3,3,Semi-Furnished,Vasundhara Enclave,1,12919278.82,Ready_to_move,Resale,Apartment,11550.23551,3rd Floor,5-10 years,Near Park
876.6133524,2,2,Semi-Furnished,"Amar Colony, Lajpat Nagar",2,13352035.84,Ready_to_move,New_Property,Builder_Floor,15231.38543,1st Floor,5-10 years,Near Mall
1014.749526,2,2,Semi-Furnished,Vasant Kunj,1,15667807.67,Ready_to_move,Resale,Apartment,15440.07389,Ground Floor,0-5 years,None
567.5739697,2,2,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1,2914078.46,Ready_to_move,New_Property,Apartment,5134.270801,3rd Floor,5-10 years,Near Park
1485.120582,3,2,Unfurnished,Alaknanda,1,20668279.8,Ready_to_move,Resale,Apartment,13916.90348,Penthouse,0-5 years,None
321.1993276,1,1,Unfurnished,"DDA Lig Flats, Narela",39,1641021.949,Ready_to_move,Resale,Apartment,5109.045405,Penthouse,5-10 years,Near Hospital
474.7862618,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,4088498.811,Ready_to_move,New_Property,Builder_Floor,8611.240763,2nd Floor,20+ years,Near Park
1537.487387,3,3,Semi-Furnished,Greater Kailash 1,1,27574262.43,Ready_to_move,New_Property,Builder_Floor,17934.62676,Ground Floor,10-20 years,None
765.7943215,2,2,Unfurnished,Lajpat Nagar 1,1,15352436,Ready_to_move,New_Property,Builder_Floor,20047.72766,3rd Floor,5-10 years,Near Mall
1836.293802,4,3,Furnished,"Kanti Nagar East, Shahdara",,38098566.69,Ready_to_move,Resale,Builder_Floor,20747.53324,Ground Floor,5-10 years,Near Metro
997.1296611,3,2,Furnished,"Mitya Homes, Dwarka Mor",1,5286213.175,Ready_to_move,New_Property,Builder_Floor,5301.430076,3rd Floor,10-20 years,Near Mall
814.0182164,3,3,Semi-Furnished,Krishna Nagar-Safdarjung Enclave,1,12790530.16,Ready_to_move,New_Property,Builder_Floor,15712.83038,2nd Floor,20+ years,Near Hospital
1541.563496,2,2,Semi-Furnished,Commonwealth Games Village 2010,2,28842974.87,Ready_to_move,Resale,Apartment,18710.20879,1st Floor,20+ years,Near Park
819.2562546,3,2,Semi-Furnished,Sheikh Sarai Phase 2,1,7504225.101,Ready_to_move,Resale,Builder_Floor,9159.802026,Ground Floor,20+ years,Near Hospital
1283.976083,4,3,Semi-Furnished,"SB Residency, Dwarka Mor",1,6743206.493,Ready_to_move,New_Property,Builder_Floor,5251.816279,2nd Floor,5-10 years,Near Park
639.9243766,2,2,Unfurnished,Alaknanda,,17401093.66,Ready_to_move,Resale,Apartment,27192.42195,Ground Floor,10-20 years,None
759.0665746,3,2,Semi-Furnished,Laxmi Nagar,1,4637569.533,Ready_to_move,New_Property,Builder_Floor,6109.568894,2nd Floor,10-20 years,None
2116.188362,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,44181154.28,Ready_to_move,New_Property,Builder_Floor,20877.70402,1st Floor,5-10 years,Near Mall
904.6695736,3,2,Unfurnished,"New Manglapuri, Sultanpur",1,9089794.799,Ready_to_move,New_Property,Builder_Floor,10047.64067,2nd Floor,0-5 years,Near Mall
